12/09/16,02:00,257,339
12/09/16,03:00,652,289
12/09/16,04:00,834,280
12/09/16,05:00,568,731
12/09/16,06:00,553,397
12/09/16,07:00,510,676
12/09/16,08:00,16,770
12/09/16,09:00,592,835
12/09/16,10:00,995,321
12/09/16,11:00,682,346
12/09/16,12:00,167,740
12/09/16,13:00,684,381
12/09/16,14:00,581,315
12/09/16,15:00,16,934
12/09/16,16:00,237,116
12/09/16,17:00,263,247
12/09/16,18:00,365,564
12/09/16,19:00,630,633
12/09/16,20:00,396,393
12/09/16,21:00,422,405
12/09/16,22:00,302,395
12/09/16,23:00,419,210
12/10/16,00:00,507,70
12/10/16,01:00,605,38
12/10/16,02:00,909,769
12/10/16,03:00,933,271
12/10/16,04:00,957,987
12/10/16,05:00,814,495
12/10/16,06:00,420,811
12/10/16,07:00,482,723
12/10/16,08:00,702,500
12/10/16,09:00,432,115
12/10/16,10:00,480,940
12/10/16,11:00,34,376
12/10/16,12:00,1,411
12/10/16,13:00,323,290
12/10/16,14:00,65,420
12/10/16,15:00,355,108
12/10/16,16:00,941,234
12/10/16,17:00,259,538
12/10/16,18:00,169,802
12/10/16,19:00,799,727
12/10/16,20:00,61,960
12/10/16,21:00,118,400
12/10/16,22:00,739,744
12/10/16,23:00,712,241
